topology,algorithm,link sec ratio,num of calls,load,round,block_rate(t),block_rate(0),block_rate(1),block_rate(2),hop,link utilization,overused bw,security deviation (t),security deviation (0),security deviation (1),security deviation (2),exposure ratio(t),exposure ratio(0),exposure ratio(1),exposure ratio(2)
NSFNET,    SF_STC,   0.600, 10000.000,  300.000,    7.000,    3.510,    0.000,    5.968,    5.833,    3.035,   40.059, 55530.000,    0.245,    0.582,    0.000,    0.000,   23.793,   56.673,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  300.000,    8.000,    3.400,    0.000,    5.238,    6.343,    3.044,   42.398, 57290.000,    0.252,    0.588,    0.000,    0.000,   24.030,   56.152,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  300.000,    9.000,    3.890,    0.000,    6.678,    6.426,    3.038,   42.043, 56190.000,    0.248,    0.587,    0.000,    0.000,   23.978,   56.707,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  300.000,   10.000,    3.500,    0.000,    5.790,    5.851,    3.037,   41.707, 55490.000,    0.245,    0.593,    0.000,    0.000,   23.327,   56.460,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  350.000,    1.000,    5.970,    0.000,   10.474,    9.435,    3.035,   45.789, 56110.000,    0.251,    0.589,    0.000,    0.000,   23.979,   56.270,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  350.000,    2.000,    5.690,    0.000,    9.953,    9.209,    3.032,   48.784, 56570.000,    0.254,    0.589,    0.000,    0.000,   24.387,   56.593,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  350.000,    3.000,    5.530,    0.000,    9.137,    9.404,    3.018,   47.767, 56030.000,    0.251,    0.587,    0.000,    0.000,   24.130,   56.481,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  350.000,    4.000,    5.270,    0.000,    8.866,    8.697,    3.010,   47.735, 55030.000,    0.246,    0.582,    0.000,    0.000,   24.350,   57.668,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  350.000,    5.000,    5.370,    0.000,    8.533,    9.432,    3.049,   47.361, 55370.000,    0.250,    0.588,    0.000,    0.000,   24.088,   56.647,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  350.000,    6.000,    6.020,    0.000,   10.070,   10.158,    3.045,   48.760, 57050.000,    0.257,    0.596,    0.000,    0.000,   23.988,   55.692,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  350.000,    7.000,    5.340,    0.000,    8.456,    9.278,    3.026,   46.362, 55540.000,    0.248,    0.592,    0.000,    0.000,   23.729,   56.536,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  350.000,    8.000,    5.170,    0.000,    8.943,    8.478,    3.033,   44.976, 57180.000,    0.254,    0.593,    0.000,    0.000,   24.290,   56.693,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  350.000,    9.000,    5.140,    0.000,    9.100,    8.182,    3.029,   45.149, 55780.000,    0.250,    0.586,    0.000,    0.000,   24.264,   56.804,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  350.000,   10.000,    5.800,    0.000,    9.546,    9.980,    3.029,   46.584, 56750.000,    0.256,    0.595,    0.000,    0.000,   24.060,   55.851,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  400.000,    1.000,    9.220,    0.050,   16.128,   14.597,    3.025,   51.126, 54920.000,    0.254,    0.576,    0.000,    0.000,   25.347,   57.381,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  400.000,    2.000,    8.610,    0.000,   13.931,   14.734,    3.035,   53.195, 55020.000,    0.253,    0.579,    0.000,    0.000,   25.082,   57.392,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  400.000,    3.000,    8.470,    0.025,   14.022,   14.182,    3.011,   54.491, 55400.000,    0.256,    0.585,    0.000,    0.000,   25.084,   57.399,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  400.000,    4.000,    9.770,    0.000,   16.830,   16.144,    3.005,   51.430, 55730.000,    0.266,    0.588,    0.000,    0.000,   25.624,   56.750,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  400.000,    5.000,    8.920,    0.000,   15.502,   14.300,    3.011,   53.786, 56250.000,    0.259,    0.588,    0.000,    0.000,   24.870,   56.403,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  400.000,    6.000,    9.470,    0.000,   16.121,   15.317,    3.012,   51.859, 55340.000,    0.258,    0.588,    0.000,    0.000,   25.116,   57.229,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  400.000,    7.000,    8.870,    0.000,   14.670,   14.662,    3.003,   51.701, 54580.000,    0.253,    0.584,    0.000,    0.000,   24.690,   56.933,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  400.000,    8.000,    8.560,    0.000,   14.185,   14.272,    3.024,   51.290, 56640.000,    0.259,    0.594,    0.000,    0.000,   24.557,   56.363,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  400.000,    9.000,    8.390,    0.000,   13.085,   15.141,    2.995,   52.097, 57380.000,    0.263,    0.594,    0.000,    0.000,   24.807,   56.112,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  400.000,   10.000,    7.450,    0.000,   13.001,   11.819,    2.993,   51.733, 54860.000,    0.253,    0.586,    0.000,    0.000,   24.800,   57.438,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  450.000,    1.000,   11.800,    0.000,   19.478,   19.799,    2.966,   56.068, 54870.000,    0.264,    0.583,    0.000,    0.000,   25.820,   57.061,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  450.000,    2.000,   12.300,    0.000,   21.531,   19.763,    2.970,   53.840, 56490.000,    0.272,    0.590,    0.000,    0.000,   26.208,   56.921,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  450.000,    3.000,   11.630,    0.000,   20.457,   18.504,    2.956,   55.162, 56110.000,    0.266,    0.582,    0.000,    0.000,   26.062,   57.162,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  450.000,    4.000,   12.270,    0.000,   19.478,   21.276,    2.994,   55.575, 56760.000,    0.269,    0.592,    0.000,    0.000,   25.555,   56.372,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  450.000,    5.000,   11.360,    0.051,   18.816,   18.450,    2.969,   54.598, 54860.000,    0.262,    0.593,    0.000,    0.000,   25.151,   56.988,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  450.000,    6.000,   11.180,    0.025,   18.712,   18.683,    2.995,   56.795, 56460.000,    0.269,    0.593,    0.000,    0.000,   25.879,   57.108,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  450.000,    7.000,   12.450,    0.025,   19.820,   21.186,    2.983,   56.555, 54380.000,    0.262,    0.584,    0.000,    0.000,   25.873,   57.579,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  450.000,    8.000,   12.690,    0.000,   20.375,   21.235,    2.973,   56.367, 54680.000,    0.264,    0.590,    0.000,    0.000,   25.398,   56.844,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  450.000,    9.000,   12.060,    0.000,   19.946,   20.192,    2.991,   55.698, 55340.000,    0.265,    0.583,    0.000,    0.000,   25.975,   57.234,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  450.000,   10.000,   13.490,    0.025,   22.345,   22.133,    2.982,   55.550, 54470.000,    0.266,    0.583,    0.000,    0.000,   26.067,   57.265,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  500.000,    1.000,   15.690,    0.051,   25.430,   26.086,    2.961,   60.362, 54270.000,    0.271,    0.583,    0.000,    0.000,   26.965,   58.069,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  500.000,    2.000,   14.510,    0.100,   24.339,   23.858,    2.945,   60.250, 55580.000,    0.275,    0.588,    0.000,    0.000,   26.856,   57.512,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  500.000,    3.000,   16.060,    0.176,   27.138,   25.878,    2.966,   59.610, 55330.000,    0.277,    0.586,    0.000,    0.000,   27.197,   57.621,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  500.000,    4.000,   15.700,    0.050,   26.020,   25.961,    2.961,   59.097, 55290.000,    0.277,    0.589,    0.000,    0.000,   26.765,   56.905,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  500.000,    5.000,   16.100,    0.025,   27.231,   25.775,    2.963,   58.809, 55060.000,    0.273,    0.584,    0.000,    0.000,   26.837,   57.293,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  500.000,    6.000,   14.400,    0.025,   25.644,   22.840,    2.953,   57.629, 56660.000,    0.278,    0.586,    0.000,    0.000,   27.142,   57.211,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  500.000,    7.000,   14.580,    0.101,   23.675,   24.565,    2.955,   58.251, 54850.000,    0.269,    0.580,    0.000,    0.000,   26.864,   57.815,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  500.000,    8.000,   14.500,    0.075,   24.259,   23.794,    2.970,   61.083, 54870.000,    0.273,    0.588,    0.000,    0.000,   26.890,   57.839,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  500.000,    9.000,   15.230,    0.025,   24.870,   25.453,    2.966,   59.965, 54830.000,    0.272,    0.585,    0.000,    0.000,   26.805,   57.539,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  500.000,   10.000,   15.570,    0.148,   26.601,   25.459,    2.958,   57.863, 56750.000,    0.281,    0.588,    0.000,    0.000,   27.400,   57.332,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  550.000,    1.000,   18.630,    0.251,   30.273,   31.368,    2.946,   64.072, 55090.000,    0.287,    0.588,    0.000,    0.000,   28.332,   58.010,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  550.000,    2.000,   17.540,    0.077,   28.595,   28.682,    2.943,   62.477, 54640.000,    0.278,    0.590,    0.000,    0.000,   27.058,   57.460,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  550.000,    3.000,   18.190,    0.099,   30.560,   30.174,    2.957,   62.627, 55710.000,    0.286,    0.582,    0.000,    0.000,   28.656,   58.318,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  550.000,    4.000,   17.560,    0.395,   29.666,   28.825,    2.959,   63.186, 56800.000,    0.289,    0.591,    0.000,    0.000,   28.065,   57.354,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  550.000,    5.000,   18.040,    0.025,   30.370,   29.825,    2.949,   63.972, 56640.000,    0.291,    0.594,    0.000,    0.000,   27.782,   56.798,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  550.000,    6.000,   19.080,    0.276,   30.520,   32.590,    2.944,   62.764, 55190.000,    0.284,    0.578,    0.000,    0.000,   28.724,   58.489,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  550.000,    7.000,   19.160,    0.400,   31.757,   31.598,    2.944,   62.908, 56180.000,    0.291,    0.590,    0.000,    0.000,   28.292,   57.379,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  550.000,    8.000,   16.040,    0.074,   26.890,   26.897,    2.945,   63.075, 55960.000,    0.280,    0.582,    0.000,    0.000,   27.788,   57.693,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  550.000,    9.000,   17.080,    0.126,   28.210,   28.293,    2.938,   61.083, 55430.000,    0.280,    0.584,    0.000,    0.000,   27.822,   58.154,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  550.000,   10.000,   17.190,    0.099,   27.636,   29.821,    2.930,   63.501, 55430.000,    0.284,    0.585,    0.000,    0.000,   28.152,   57.862,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  600.000,    1.000,   21.110,    0.204,   33.647,   35.597,    2.929,   67.100, 55600.000,    0.292,    0.588,    0.000,    0.000,   28.803,   57.952,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  600.000,    2.000,   20.980,    0.475,   34.689,   34.657,    2.949,   67.239, 55210.000,    0.292,    0.580,    0.000,    0.000,   29.819,   59.129,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  600.000,    3.000,   21.320,    0.301,   35.007,   35.501,    2.944,   67.135, 56670.000,    0.299,    0.593,    0.000,    0.000,   29.025,   57.451,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  600.000,    4.000,   20.260,    0.275,   34.012,   33.126,    2.936,   66.819, 55110.000,    0.293,    0.586,    0.000,    0.000,   28.920,   57.869,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  600.000,    5.000,   21.170,    0.228,   35.314,   34.374,    2.909,   65.632, 55770.000,    0.293,    0.586,    0.000,    0.000,   29.098,   58.234,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  600.000,    6.000,   20.240,    0.226,   32.461,   34.520,    2.933,   65.664, 55160.000,    0.292,    0.587,    0.000,    0.000,   29.135,   58.445,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  600.000,    7.000,   20.180,    0.295,   33.858,   33.765,    2.926,   66.847, 56810.000,    0.297,    0.584,    0.000,    0.000,   29.626,   58.316,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  600.000,    8.000,   20.400,    0.228,   32.571,   34.587,    2.919,   64.321, 54480.000,    0.290,    0.584,    0.000,    0.000,   28.951,   58.446,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  600.000,    9.000,   19.690,    0.246,   32.650,   33.333,    2.909,   65.046, 55900.000,    0.294,    0.582,    0.000,    0.000,   29.517,   58.501,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  600.000,   10.000,   19.930,    0.098,   32.844,   34.335,    2.932,   64.934, 57130.000,    0.298,    0.586,    0.000,    0.000,   29.439,   57.873,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    1.000,   24.070,    0.733,   38.451,   40.248,    2.910,   70.211, 55390.000,    0.303,    0.587,    0.000,    0.000,   30.359,   58.714,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    2.000,   25.020,    0.896,   40.264,   42.145,    2.893,   71.753, 56240.000,    0.312,    0.587,    0.000,    0.000,   30.819,   58.045,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    3.000,   25.760,    0.868,   43.342,   41.845,    2.895,   72.504, 55550.000,    0.314,    0.582,    0.000,    0.000,   31.584,   58.635,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    4.000,   24.900,    0.982,   39.619,   41.723,    2.893,   71.148, 55370.000,    0.307,    0.586,    0.000,    0.000,   30.690,   58.601,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    5.000,   23.650,    0.693,   39.920,   38.529,    2.885,   70.743, 55600.000,    0.307,    0.584,    0.000,    0.000,   30.569,   58.130,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    6.000,   25.250,    0.792,   42.330,   41.332,    2.925,   72.091, 55730.000,    0.312,    0.582,    0.000,    0.000,   31.387,   58.552,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    7.000,   25.390,    0.658,   42.084,   41.001,    2.891,   72.873, 55570.000,    0.311,    0.592,    0.000,    0.000,   30.670,   58.301,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    8.000,   24.660,    0.498,   40.515,   41.227,    2.902,   70.411, 55600.000,    0.308,    0.581,    0.000,    0.000,   31.289,   58.991,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    9.000,   24.590,    1.041,   40.346,   40.669,    2.902,   69.740, 55940.000,    0.311,    0.587,    0.000,    0.000,   31.097,   58.758,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,   10.000,   24.820,    0.553,   41.053,   40.630,    2.867,   69.249, 53040.000,    0.300,    0.571,    0.000,    0.000,   31.453,   59.788,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  650.000,    1.000,   23.500,    0.707,   37.881,   39.020,    2.902,   68.478, 54790.000,    0.301,    0.585,    0.000,    0.000,   29.873,   58.075,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  650.000,    2.000,   21.030,    0.451,   34.982,   34.443,    2.889,   66.706, 54920.000,    0.291,    0.577,    0.000,    0.000,   29.510,   58.612,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  650.000,    3.000,   22.230,    0.396,   37.171,   36.912,    2.929,   70.225, 56250.000,    0.303,    0.585,    0.000,    0.000,   30.286,   58.503,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  650.000,    4.000,   22.070,    0.750,   36.814,   35.759,    2.922,   69.221, 54970.000,    0.293,    0.576,    0.000,    0.000,   30.188,   59.274,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  650.000,    5.000,   22.930,    0.374,   37.728,   38.361,    2.901,   69.347, 55670.000,    0.303,    0.584,    0.000,    0.000,   30.364,   58.547,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  650.000,    6.000,   23.730,    0.706,   39.383,   38.381,    2.892,   68.936, 53700.000,    0.297,    0.574,    0.000,    0.000,   30.546,   59.130,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  650.000,    7.000,   22.050,    0.373,   37.032,   36.260,    2.909,   68.367, 55920.000,    0.299,    0.581,    0.000,    0.000,   30.186,   58.692,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  650.000,    8.000,   20.830,    0.395,   34.977,   34.475,    2.900,   69.331, 56180.000,    0.299,    0.587,    0.000,    0.000,   29.268,   57.469,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  650.000,    9.000,   21.750,    0.397,   36.303,   35.976,    2.937,   68.112, 56590.000,    0.301,    0.587,    0.000,    0.000,   29.812,   58.174,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  650.000,   10.000,   24.160,    0.415,   40.713,   37.417,    2.910,   67.915, 53340.000,    0.293,    0.578,    0.000,    0.000,   29.919,   59.029,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    1.000,   24.220,    0.644,   40.393,   39.993,    2.886,   69.297, 55950.000,    0.310,    0.586,    0.000,    0.000,   30.995,   58.529,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    2.000,   25.330,    0.457,   41.444,   41.558,    2.909,   70.852, 54790.000,    0.305,    0.581,    0.000,    0.000,   30.990,   59.002,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    3.000,   24.750,    0.575,   40.935,   40.799,    2.886,   69.597, 54590.000,    0.306,    0.579,    0.000,    0.000,   31.281,   59.187,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    4.000,   24.930,    1.046,   40.615,   41.298,    2.885,   71.252, 54880.000,    0.307,    0.580,    0.000,    0.000,   31.036,   58.642,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    5.000,   23.840,    0.728,   39.423,   38.860,    2.903,   71.291, 54990.000,    0.303,    0.584,    0.000,    0.000,   30.604,   58.947,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    6.000,   23.950,    0.613,   39.207,   40.898,    2.896,   71.416, 57030.000,    0.312,    0.584,    0.000,    0.000,   31.034,   58.204,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    7.000,   25.050,    0.501,   41.128,   41.639,    2.879,   71.307, 54080.000,    0.302,    0.570,    0.000,    0.000,   31.639,   59.656,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    8.000,   24.680,    0.798,   41.864,   41.157,    2.884,   71.235, 57840.000,    0.321,    0.589,    0.000,    0.000,   31.488,   57.846,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,    9.000,   24.340,    0.494,   39.738,   41.376,    2.904,   71.417, 56210.000,    0.310,    0.582,    0.000,    0.000,   31.172,   58.553,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  700.000,   10.000,   25.240,    0.648,   41.484,   41.967,    2.900,   73.373, 56010.000,    0.312,    0.585,    0.000,    0.000,   31.099,   58.314,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  750.000,    1.000,   28.070,    0.780,   46.534,   45.612,    2.878,   74.579, 55390.000,    0.320,    0.584,    0.000,    0.000,   32.284,   58.894,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  750.000,    2.000,   27.380,    1.307,   44.820,   44.404,    2.873,   74.921, 54880.000,    0.314,    0.580,    0.000,    0.000,   32.080,   59.325,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  750.000,    3.000,   25.810,    0.807,   42.668,   43.541,    2.889,   74.347, 56760.000,    0.320,    0.585,    0.000,    0.000,   31.889,   58.330,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  750.000,    4.000,   26.740,    0.993,   42.310,   44.426,    2.880,   73.507, 54000.000,    0.305,    0.574,    0.000,    0.000,   31.340,   59.053,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  750.000,    5.000,   26.200,    0.868,   44.560,   42.095,    2.902,   71.914, 56440.000,    0.318,    0.587,    0.000,    0.000,   31.635,   58.382,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  750.000,    6.000,   27.940,    0.859,   44.959,   46.404,    2.867,   72.817, 55330.000,    0.321,    0.590,    0.000,    0.000,   31.876,   58.537,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  750.000,    7.000,   26.970,    1.085,   44.704,   43.215,    2.902,   77.206, 54820.000,    0.310,    0.578,    0.000,    0.000,   31.625,   58.932,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  750.000,    8.000,   26.530,    0.836,   43.267,   43.316,    2.893,   72.800, 55220.000,    0.315,    0.591,    0.000,    0.000,   31.033,   58.238,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  750.000,    9.000,   27.250,    0.784,   45.746,   43.346,    2.897,   75.227, 54770.000,    0.311,    0.576,    0.000,    0.000,   32.098,   59.495,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  750.000,   10.000,   26.420,    0.620,   42.685,   45.039,    2.895,   75.106, 56480.000,    0.318,    0.583,    0.000,    0.000,   32.054,   58.846,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  800.000,    1.000,   27.740,    1.069,   44.742,   46.649,    2.881,   78.821, 55250.000,    0.315,    0.573,    0.000,    0.000,   33.108,   60.126,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  800.000,    2.000,   27.880,    0.790,   46.486,   46.169,    2.881,   76.750, 56340.000,    0.326,    0.584,    0.000,    0.000,   32.655,   58.599,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  800.000,    3.000,   27.900,    1.253,   45.598,   45.599,    2.880,   74.753, 55670.000,    0.320,    0.586,    0.000,    0.000,   31.792,   58.163,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  800.000,    4.000,   28.430,    0.981,   46.998,   46.076,    2.859,   76.327, 54540.000,    0.319,    0.580,    0.000,    0.000,   32.607,   59.305,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  800.000,    5.000,   26.860,    0.893,   43.840,   44.941,    2.872,   76.781, 55510.000,    0.317,    0.581,    0.000,    0.000,   32.173,   58.917,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  800.000,    6.000,   27.980,    1.227,   46.568,   46.213,    2.870,   76.502, 56620.000,    0.326,    0.583,    0.000,    0.000,   32.822,   58.714,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  800.000,    7.000,   28.900,    1.335,   48.063,   46.027,    2.890,   76.860, 55350.000,    0.322,    0.584,    0.000,    0.000,   32.560,   59.087,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  800.000,    8.000,   29.140,    1.265,   46.469,   48.276,    2.881,   77.154, 54310.000,    0.320,    0.582,    0.000,    0.000,   32.883,   59.685,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  800.000,    9.000,   28.390,    0.963,   47.817,   46.280,    2.872,   77.762, 54860.000,    0.319,    0.570,    0.000,    0.000,   33.664,   60.131,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  800.000,   10.000,   28.690,    1.596,   46.642,   47.009,    2.907,   77.636, 55750.000,    0.316,    0.571,    0.000,    0.000,   33.232,   60.054,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,   50.000,    1.000,   28.340,    0.000,   46.865,   48.740,    2.788,    4.808, 55020.000,    0.344,    0.606,    0.000,    0.000,   32.970,   58.021,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,   50.000,    2.000,   17.660,    0.000,   28.376,   29.782,    2.919,    5.691, 51770.000,    0.257,    0.538,    0.000,    0.000,   29.827,   62.508,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,   50.000,    3.000,   10.960,    0.000,   18.839,   17.612,    3.013,    6.140, 53270.000,    0.275,    0.615,    0.000,    0.000,   26.093,   58.258,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,   50.000,    4.000,   20.400,    0.000,   33.476,   34.189,    2.926,    5.828, 47960.000,    0.268,    0.537,    0.000,    0.000,   31.762,   63.684,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,   50.000,    5.000,    9.630,    0.000,   15.726,   16.465,    2.987,    6.599, 61510.000,    0.280,    0.630,    0.000,    0.000,   20.914,   47.014,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,   50.000,    6.000,   28.360,    0.000,   47.379,   47.910,    2.585,    4.328, 54770.000,    0.339,    0.599,    0.000,    0.000,   33.418,   59.142,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,   50.000,    7.000,   20.290,    0.000,   32.471,   34.699,    2.836,    5.546, 54960.000,    0.306,    0.616,    0.000,    0.000,   28.451,   57.282,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,   50.000,    8.000,    9.110,    0.000,   15.356,   15.266,    2.939,    6.348, 57790.000,    0.278,    0.624,    0.000,    0.000,   25.459,   57.134,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,   50.000,    9.000,   13.610,    0.000,   22.575,   22.859,    2.970,    6.330, 50360.000,    0.262,    0.564,    0.000,    0.000,   30.565,   65.864,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,   50.000,   10.000,   28.620,    0.000,   47.426,   47.880,    2.682,    4.642, 46360.000,    0.270,    0.483,    0.000,    0.000,   30.201,   53.974,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  100.000,    1.000,   16.410,    0.000,   29.028,   25.837,    2.807,   11.449, 56240.000,    0.266,    0.553,    0.000,    0.000,   26.739,   55.711,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  100.000,    2.000,   29.750,    0.000,   50.539,   49.797,    2.665,    8.814, 52600.000,    0.335,    0.578,    0.000,    0.000,   34.069,   58.804,    0.000,    0.000
